"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Hk1",31.5151673699281,0.625857116007039,0.315698756928863,1.98245036532743,0.0474288573658204,0.99951024492733,"Hk1"
"Ank3",10.2267279638578,1.82195883584113,0.636174501558104,2.86392936431566,0.00418421306668816,0.99951024492733,"Ank3"
"Pcdh15",2.0468563591496,3.15344522942463,1.43152475125335,2.20285763600222,0.0276047843354909,0.99951024492733,"Pcdh15"
"Ggt5",66.0830172959571,0.655825024230206,0.243525650281049,2.69304290317397,0.00708031573347374,0.99951024492733,"Ggt5"
"Chchd10",75.8525249293627,0.797404045206835,0.269116971202974,2.96303886611972,0.00304618103662371,0.99951024492733,"Chchd10"
"S100b",15.1524868695173,1.83638511684309,0.578580388522616,3.17394981453179,0.00150379689461665,0.933998500122917,"S100b"
"Zfp433",3.10607726781478,-2.07388802166166,1.04720622218751,-1.98040078231154,0.0476585121290413,0.99951024492733,"Zfp433"
"Gas2l3",8.02029758301944,-1.47718845755683,0.741321353850293,-1.99264252929526,0.0463006046534026,0.99951024492733,"Gas2l3"
"Anks1b",7.89624528282673,1.95787736196653,0.723876930485779,2.70471026152559,0.006836398923831,0.99951024492733,"Anks1b"
"Snrpf",178.73641044937,-0.396696558327674,0.189038137512763,-2.09850014154361,0.0358609874143911,0.99951024492733,"Snrpf"
"Metap2",279.33251542555,-0.311296043403038,0.140710148963732,-2.21232118433245,0.026944480372488,0.99951024492733,"Metap2"
"Kif5a",23.6546889315122,2.56132048951371,1.0047511449064,2.5492088289706,0.0107967627338089,0.99951024492733,"Kif5a"
"Gal3st1",3.7423124332818,4.87611799057685,1.34260334619998,3.63183810347106,0.000281409654041363,0.474072936276409,"Gal3st1"
"Emid1",1.81299070327626,2.88037963199912,1.44356063880888,1.99532984937565,0.0460069164110455,0.99951024492733,"Emid1"
"Rab1a",229.776090582373,-0.336757150315815,0.142721425755302,-2.35954166330423,0.0182975261054046,0.99951024492733,"Rab1a"
"Peli1",189.960255825464,-0.289582524595854,0.146594821434126,-1.9753939584147,0.0482234578884686,0.99951024492733,"Peli1"
"Sptbn1",37.3835350242762,0.812558646605519,0.303852862253498,2.67418460559907,0.00749112023547343,0.99951024492733,"Sptbn1"
"Hba-a1",3791.00352151742,1.8217150997577,0.862969448136931,2.1109844661252,0.0347736470709996,0.99951024492733,"Hba-a1"
"Hba-a2",2890.24847680603,1.95361546568867,0.886437408350208,2.20389555685002,0.0275316901067219,0.99951024492733,"Hba-a2"
"9930111J21Rik2",300.154812210157,0.462998284992501,0.135082164696834,3.42753083674378,0.000609097121701812,0.663951691897428,"9930111J21Rik2"
